"order_id","order_date","supplier_id","supplier_name","product_id","product_name","batch_number","expiration_date","quantity_ordered","unit_of_measure","order_status","shipment_id","shipment_date","carrier_name","tracking_number","expected_delivery_date","actual_delivery_date","destination_facility_id","destination_facility_name","destination_street_address","destination_city","destination_state","destination_postal_code","destination_country","storage_location_id","storage_condition","storage_entry_date","storage_exit_date","current_inventory_level","stockout_flag","last_updated"
"ORD02017","2023-07-22T16:50:00Z","SUP218","Lexicon Pharma","PRD1354","Naloxone Injection","NAL20230722C","2024-08-31","36","ampules","delivered","SHIP135418","2023-07-23T08:45:00Z","FedEx Health","FDX20230723L","2023-07-25","2023-07-25","FAC371","Lincoln Recovery Center","211 Lincoln Ave","Boston","MA","02118","USA","STOR371","room temperature","2023-07-25T13:00:00Z","","36","false","2023-07-25T14:00:00Z"
"ORD02018","2023-07-23T09:10:00Z","SUP215","Summit Pharmaceuticals","PRD7309","Ibuprofen 200mg Tablets","IBUP20230723","2025-11-30","4000","tablets","delivered","SHIP730915","2023-07-24T08:30:00Z","Amerisource Bergen","AMB20230724I","2023-07-26","2023-07-26","FAC442","Southpoint Pharmacy","700 South Rd","Miami","FL","33136","USA","MAIN442","room temperature","2023-07-26T14:15:00Z","","4400","false","2023-07-26T16:00:00Z"
"ORD02019","2023-07-23T16:12:00Z","SUP211","Pharmaconex LLC","PRD2101","Ceftriaxone 1g Injection","CEF20230723A","2025-10-31","36","vials","shipped","SHIP210111","2023-07-24T10:20:00Z","UPS Healthcare","UPS20230724C","2023-07-27","","FAC455","Westgate Health Center","1600 Westgate Ave","Los Angeles","CA","90025","USA","COOL125","refrigerated","","","36","false","2023-07-24T12:00:00Z"
"ORD02020","2023-07-24T09:45:00Z","SUP208","EverWell Pharma Inc","PRD3405","Varicella Vaccine","VAR20230724B","2024-09-30","50","doses","shipped","SHIP340508","2023-07-25T09:30:00Z","DHL Medical","DHL20230725V","2023-07-27","","FAC471","Central Pediatrics","400 Center Rd","Kansas City","MO","64108","USA","COOL471","refrigerated","","","50","false","2023-07-25T10:00:00Z"
"ORD02021","2023-07-24T16:30:00Z","SUP218","Lexicon Pharma","PRD2403","Doxorubicin Hydrochloride","DOX20230724C","2025-10-31","12","vials","delivered","SHIP240318","2023-07-25T10:15:00Z","FedEx Health","FDX20230725D","2023-07-28","2023-07-28","FAC489","St. Francis Cancer Center","800 Francis Dr","Chicago","IL","60612","USA","HAZ109","hazardous","2023-07-28T12:45:00Z","","12","false","2023-07-29T09:00:00Z"
"ORD02022","2023-07-25T08:19:00Z","SUP210","Sterling Pharma","PRD5101","Azithromycin 250mg Tablets","AZI20230725","2025-12-31","500","tablets","pending","","","","","","","FAC417","Sterling Urgent Care","55 Sterling Ave","Salt Lake City","UT","84102","USA","","room temperature","","","500","false","2023-07-25T10:00:00Z"
"ORD02023","2023-07-25T17:04:00Z","SUP219","TheraPlus Labs","PRD4920","Methadone HCl Solution","METD20230725","2026-01-31","24","bottles","delivered","SHIP492019","2023-07-26T09:45:00Z","DHL Medical","DHL20230726M","2023-07-29","2023-07-29","FAC462","Lakeshore Recovery Center","67 Lakeshore Dr","Minneapolis","MN","55417","USA","CTRL462","controlled substance","2023-07-29T14:00:00Z","","24","false","2023-07-29T15:00:00Z"
"ORD02024","2023-07-26T09:10:00Z","SUP220","PrimeMed Ltd","PRD8902","Omeprazole 20mg Capsules","OME20230726B","2026-08-31","600","capsules","delivered","SHIP890220","2023-07-27T10:00:00Z","UPS Healthcare","UPS20230727O","2023-07-29","2023-07-29","FAC479","PrimeMed Outpatient Center","78 Prime Rd","Pittsburgh","PA","15213","USA","STOR479","room temperature","2023-07-29T13:40:00Z","","600","false","2023-07-30T09:00:00Z"
"ORD02025","2023-07-26T16:25:00Z","SUP207","BluePeak Biologics","PRD3383","Rabies Vaccine","RAB20230726A","2024-12-31","36","vials","shipped","SHIP338307","2023-07-27T12:10:00Z","FedEx Health","FDX20230727R","2023-07-30","","FAC398","Oakwood Animal Hospital","300 Oak Ave","Cincinnati","OH","45219","USA","COOL398","refrigerated","","","36","false","2023-07-27T13:00:00Z"
"ORD02026","2023-07-27T09:45:00Z","SUP215","Summit Pharmaceuticals","PRD7308","Ibuprofen 400mg Tablets","IBUP20230727","2026-01-31","10000","tablets","delivered","SHIP730815","2023-07-28T08:30:00Z","Amerisource Bergen","AMB20230728I","2023-07-30","2023-07-30","FAC430","Westfield General Hospital","300 Westfield Blvd","San Antonio","TX","78229","USA","MAIN430","room temperature","2023-07-30T13:45:00Z","","11000","false","2023-07-31T09:00:00Z"
"ORD02027","2023-07-27T16:21:00Z","SUP203","NorthStar Pharmaceuticals","PRD4023","Amoxicillin 875mg Tablets","AMOX20230727","2026-02-28","200","tablets","pending","","","","","","","FAC402","Riverbend Hospital","1844 River Rd","Columbus","OH","43210","USA","","room temperature","","","200","false","2023-07-27T17:00:00Z"
"ORD02028","2023-07-28T08:12:00Z","SUP221","GlobalMed Supplies","PRD1206","Paracetamol 500mg Tablets","PARA20230728","2026-08-31","1000","tablets","delivered","SHIP120621","2023-07-29T09:15:00Z","FedEx Health","FDX20230729P","2023-07-31","2023-07-31","FAC470","GlobalMed Clinic","55 International Ave","Toronto","ON","M5G2C3","Canada","STOR470","room temperature","2023-07-31T12:00:00Z","","1050","false","2023-08-01T09:00:00Z"
"ORD02029","2023-07-28T16:44:00Z","SUP219","TheraPlus Labs","PRD4512","Rituximab Injection","RIT20230728A","2025-09-30","12","vials","shipped","SHIP451219","2023-07-29T11:20:00Z","UPS Healthcare","UPS20230729R","2023-08-01","","FAC475","St. Luke's Oncology","88 Oncology Rd","Vancouver","BC","V5Z1M9","Canada","COOL475","refrigerated","","","12","false","2023-07-29T14:00:00Z"
"ORD02030","2023-07-29T09:35:00Z","SUP204","Medline Solutions","PRD6011","Hydroxyurea Capsules 250mg","HYD20230729A","2026-08-15","24","capsules","cancelled","","","","","","","FAC428","Green Valley Clinic","53 Greenway Rd","Austin","TX","78751","USA","","","","","0","true","2023-07-29T10:00:00Z"
"ORD02031","2023-07-29T15:50:00Z","SUP220","PrimeMed Ltd","PRD8903","Pantoprazole 40mg Tablets","PAN20230729B","2026-09-30","3000","tablets","delivered","SHIP890320","2023-07-30T09:00:00Z","FedEx Health","FDX20230730P","2023-08-02","2023-08-02","FAC479","PrimeMed Outpatient Center","78 Prime Rd","Pittsburgh","PA","15213","USA","STOR479","room temperature","2023-08-02T13:00:00Z","","3300","false","2023-08-02T15:00:00Z"
"ORD02032","2023-07-30T08:00:00Z","SUP210","Sterling Pharma","PRD5102","Azithromycin 500mg Tablets","AZI20230730","2025-12-31","500","tablets","pending","","","","","","","FAC417","Sterling Urgent Care","55 Sterling Ave","Salt Lake City","UT","84102","USA","","room temperature","","","500","false","2023-07-30T10:00:00Z"
"ORD02033","2023-07-30T15:45:00Z","SUP221","GlobalMed Supplies","PRD1207","Paracetamol 250mg Tablets","PARA20230730","2026-08-31","247","tablets","shipped","SHIP120721","2023-07-31T09:30:00Z","UPS Healthcare","UPS20230731P","2023-08-03","","FAC470","GlobalMed Clinic","55 International Ave","Toronto","ON","M5G2C3","Canada","STOR470","room temperature","","","247","false","2023-07-31T12:00:00Z"
"ORD02034","2023-07-31T08:22:00Z","SUP212","PharmaNova","PRD1031","Atenolol 100mg Tablets","ATEN20230731","2026-02-28","500","tablets","delivered","SHIP103112","2023-08-01T09:30:00Z","Cardinal Health","CDH20230801A","2023-08-04","2023-08-04","FAC468","Fulton Health Services","600 Fulton St","Atlanta","GA","30312","USA","STOR468","room temperature","2023-08-04T13:00:00Z","","550","false","2023-08-04T15:00:00Z"
"ORD02035","2023-07-31T16:50:00Z","SUP217","Unity Biomed Corp","PRD5013","Levalbuterol Inhalation Solution","LEVB20230731","2026-08-31","10000","ampules","delivered","SHIP501317","2023-08-01T11:00:00Z","DHL Medical","DHL20230801L","2023-08-05","2023-08-05","FAC388","St. Michael's Hospital","612 Grand Ave","Seattle","WA","98104","USA","STOR455","room temperature","2023-08-05T15:00:00Z","","10500","false","2023-08-05T17:00:00Z"
"ORD02036","2023-08-01T08:35:00Z","SUP211","Pharmaconex LLC","PRD2102","Ceftriaxone 2g Injection","CEF20230801B","2026-03-31","80","vials","pending","","","","","","","FAC455","Westgate Health Center","1600 Westgate Ave","Los Angeles","CA","90025","USA","","refrigerated","","","80","false","2023-08-01T10:00:00Z"
"ORD02037","2023-08-01T16:57:00Z","SUP207","BluePeak Biologics","PRD3384","Influenza Vaccine Live","FLUL20230801","2025-12-31","50","doses","shipped","SHIP338407","2023-08-02T09:45:00Z","Amerisource Bergen","AMB20230802F","2023-08-06","","FAC390","Sunrise Family Clinic","99 Sunrise Ave","Phoenix","AZ","85016","USA","COOL207","refrigerated","","","50","false","2023-08-02T10:00:00Z"
"ORD02038","2023-08-02T08:10:00Z","SUP218","Lexicon Pharma","PRD2404","Vincristine Sulfate Injection","VIN20230802B","2026-04-30","10","vials","delivered","SHIP240418","2023-08-03T09:15:00Z","FedEx Health","FDX20230803V","2023-08-07","2023-08-07","FAC489","St. Francis Cancer Center","800 Francis Dr","Chicago","IL","60612","USA","HAZ109","hazardous","2023-08-07T13:00:00Z","","10","false","2023-08-07T14:00:00Z"
"ORD02039","2023-08-02T16:11:00Z","SUP221","GlobalMed Supplies","PRD1208","Paracetamol 125mg Tablets","PARA20230802","2026-09-30","247","tablets","delivered","SHIP120821","2023-08-03T10:00:00Z","Cardinal Health","CDH20230803P","2023-08-08","2023-08-08","FAC470","GlobalMed Clinic","55 International Ave","Toronto","ON","M5G2C3","Canada","STOR470","room temperature","2023-08-08T12:00:00Z","","270","false","2023-08-08T14:00:00Z"
"ORD02040","2023-08-03T08:30:00Z","SUP220","PrimeMed Ltd","PRD8904","Lansoprazole 30mg Capsules","LAN20230803A","2026-10-31","1000","capsules","delivered","SHIP890420","2023-08-04T09:00:00Z","UPS Healthcare","UPS20230804L","2023-08-09","2023-08-09","FAC479","PrimeMed Outpatient Center","78 Prime Rd","Pittsburgh","PA","15213","USA","STOR479","room temperature","2023-08-09T13:00:00Z","","1050","false","2023-08-09T15:00:00Z"
"ORD02041","2023-08-03T16:40:00Z","SUP222","NordicMed GmbH","PRD9001","Simvastatin 20mg Tablets","SIMV20230803","2026-11-30","6000","tablets","delivered","SHIP900122","2023-08-04T10:00:00Z","DHL Medical","DHL20230804S","2023-08-10","2023-08-10","FAC510","NordicMed Clinic Oslo","45 Oslo Gate","Oslo","OS","0150","Norway","MAIN510","room temperature","2023-08-10T15:00:00Z","","6000","false","2023-08-10T17:00:00Z"
"ORD02042","2023-08-04T08:40:00Z","SUP219","TheraPlus Labs","PRD4921","Methadone HCl 10mg Tablets","METD20230804","2026-02-28","24","tablets","cancelled","","","","","","","FAC462","Lakeshore Recovery Center","67 Lakeshore Dr","Minneapolis","MN","55417","USA","","","","","0","true","2023-08-04T10:00:00Z"
"ORD02043","2023-08-04T16:30:00Z","SUP222","NordicMed GmbH","PRD9002","Simvastatin 40mg Tablets","SIMV20230804","2026-12-31","6000","tablets","delivered","SHIP900222","2023-08-05T10:00:00Z","DHL Medical","DHL20230805S","2023-08-11","2023-08-11","FAC510","NordicMed Clinic Oslo","45 Oslo Gate","Oslo","OS","0150","Norway","MAIN510","room temperature","2023-08-11T15:00:00Z","","6000","false","2023-08-11T17:00:00Z"
"ORD02044","2023-08-05T08:25:00Z","SUP221","GlobalMed Supplies","PRD1209","Paracetamol 80mg Tablets","PARA20230805","2026-10-31","200","tablets","pending","","","","","","","FAC470","GlobalMed Clinic","55 International Ave","Toronto","ON","M5G2C3","Canada","","room temperature","","","200","false","2023-08-05T10:00:00Z"
"ORD02045","2023-08-05T15:10:00Z","SUP222","NordicMed GmbH","PRD9003","Simvastatin 80mg Tablets","SIMV20230805","2027-01-31","10000","tablets","delivered","SHIP900322","2023-08-06T10:00:00Z","DHL Medical","DHL20230806S","2023-08-12","2023-08-12","FAC510","NordicMed Clinic Oslo","45 Oslo Gate","Oslo","OS","0150","Norway","MAIN510","room temperature","2023-08-12T15:00:00Z","","9900","false","2023-08-12T17:00:00Z"
"ORD02046","2023-08-06T09:30:00Z","SUP223","BerlinBio GmbH","PRD1001","Pfizer COVID-19 Vaccine","PZC20230806","2025-11-30","80","vials","shipped","SHIP100123","2023-08-07T09:00:00Z","DHL Medical","DHL20230807C","2023-08-13","","FAC520","Charité Campus Berlin","101 Charitéplatz","Berlin","BE","10117","Germany","COOL520","refrigerated","","","80","false","2023-08-07T10:00:00Z"
"ORD02047","2023-08-06T17:20:00Z","SUP223","BerlinBio GmbH","PRD1002","AstraZeneca COVID-19 Vaccine","AZC20230806","2025-12-31","100","vials","pending","","","","","","","FAC520","Charité Campus Berlin","101 Charitéplatz","Berlin","BE","10117","Germany","","refrigerated","","","100","false","2023-08-06T19:00:00Z"
"ORD02048","2023-08-07T09:00:00Z","SUP220","PrimeMed Ltd","PRD8905","Esomeprazole 40mg Tablets","ESO20230807A","2027-01-31","3000","tablets","delivered","SHIP890520","2023-08-08T09:00:00Z","FedEx Health","FDX20230808E","2023-08-14","2023-08-14","FAC479","PrimeMed Outpatient Center","78 Prime Rd","Pittsburgh","PA","15213","USA","STOR479","room temperature","2023-08-14T13:00:00Z","","3100","false","2023-08-14T15:00:00Z"
"ORD02049","2023-08-07T15:15:00Z","SUP221","GlobalMed Supplies","PRD1210","Paracetamol 62.5mg Tablets","PARA20230807","2026-11-30","200","tablets","delivered","SHIP121021","2023-08-08T10:00:00Z","Amerisource Bergen","AMB20230808P","2023-08-15","2023-08-15","FAC470","GlobalMed Clinic","55 International Ave","Toronto","ON","M5G2C3","Canada","STOR470","room temperature","2023-08-15T12:00:00Z","","210","false","2023-08-15T14:00:00Z"
"ORD02050","2023-08-08T09:55:00Z","SUP223","BerlinBio GmbH","PRD1003","Moderna COVID-19 Vaccine","MODC20230808","2026-02-28","80","vials","shipped","SHIP100323","2023-08-09T09:00:00Z","DHL Medical","DHL20230809M","2023-08-16","","FAC520","Charité Campus Berlin","101 Charitéplatz","Berlin","BE","10117","Germany","COOL520","refrigerated","","","80","false","2023-08-09T10:00:00Z"
"ORD01050","2023-11-03T10:21:00","SUP785","Everest Pharma Inc.","PRD2035","Ibuprofen 400mg Tablets","IBUP20231103A","2025-11-03","8000","tablets","delivered","SHIP2035A1","2023-11-05T12:35:00","FedEx Health","FDX230110","2023-11-08","2023-11-08","FAC310","Mercy General Hospital","2345 Pine Ave","Portland","OR","97213","USA","STOR1A","room temperature","2023-11-08T15:10:00","","8650","false","2023-11-08T17:25:00"
"ORD01051","2023-11-04T09:50:00","SUP792","BlueCrest Medical","PRD1844","Amoxicillin 500mg Capsules","AMOX202311C","2026-01-30","5000","capsules","shipped","SHIP1844B1","2023-11-06T14:00:00","DHL Medical","DHLX3128","2023-11-09","","FAC321","Southlake Clinic","9876 Elm St","Cleveland","OH","44113","USA","STOR2B","room temperature","","","5000","false","2023-11-06T16:35:00"
"ORD01052","2023-11-05T11:13:00","SUP803","WellPath Distribution","PRD3091","Influenza Vaccine Quadrivalent","FLUVAC2305B","2025-03-24","80","vials","pending","","","","","","","FAC345","Seattle Public Health Center","412 Cedar St","Seattle","WA","98104","USA","","refrigerated","","","80","false","2023-11-05T11:15:00"
"ORD01053","2023-11-06T13:40:00","SUP785","Everest Pharma Inc.","PRD3125","Hydromorphone 2mg/ml Injection","HYDRO231106","2026-05-09","24","ampules","delivered","SHIP3125J2","2023-11-07T14:10:00","UPS Health","UPS3125J","2023-11-10","2023-11-09","FAC357","Baptist Medical Center","55 Oak Lane","Dallas","TX","75219","USA","CTRL1A","controlled substance","2023-11-09T16:05:00","","24","false","2023-11-09T17:50:00"
"ORD01054","2023-11-07T08:22:00","SUP792","BlueCrest Medical","PRD2740","Glucose Test Strips 50ct","GLUC231107B","2025-11-09","200","boxes","pending","","","","","","","FAC370","Cambridge Pharmacy","25 Main Street","Cambridge","MA","02139","USA","","room temperature","","","200","false","2023-11-07T08:24:00"
"ORD01055","2023-11-08T15:32:00","SUP820","Polaris Rx Supply","PRD2981","Methotrexate 2.5mg Tablets","METH231108C","2026-12-10","1200","tablets","delivered","SHIP2981K3","2023-11-10T12:40:00","FedEx Health","FDX2981K","2023-11-13","2023-11-13","FAC383","East Valley Oncology Center","3500 Willow Dr","Scottsdale","AZ","85251","USA","HAZ1C","hazardous","2023-11-13T16:15:00","","1200","false","2023-11-13T17:40:00"
"ORD01056","2023-11-09T10:12:00","SUP808","Sierra Biologics","PRD3228","Adalimumab 40mg/0.8mL Pen","ADA231109D","2026-02-21","36","pens","shipped","SHIP3228D1","2023-11-10T16:50:00","UPS Health","UPS3228D","2023-11-14","","FAC397","Midtown Rheumatology Clinic","401 Center Blvd","Austin","TX","78701","USA","COOL2B","refrigerated","","","36","false","2023-11-10T17:02:00"
"ORD01057","2023-11-10T11:45:00","SUP811","Axis Pharma","PRD3112","Morphine Sulfate 10mg/ml","MORPH231110","2025-12-01","50","vials","delivered","SHIP3112B2","2023-11-11T09:40:00","Cardinal Courier","CRD3112B","2023-11-14","2023-11-14","FAC409","Mount Sinai Medical Center","77 Riverside Dr","New York","NY","10024","USA","CTRL2B","controlled substance","2023-11-14T13:00:00","","50","false","2023-11-14T14:22:00"
"ORD01058","2023-11-11T14:18:00","SUP820","Polaris Rx Supply","PRD2044","Simvastatin 20mg Tablets","SIMV231111A","2026-02-17","10000","tablets","delivered","SHIP2044F1","2023-11-12T12:20:00","FedEx Health","FDX2044F","2023-11-15","2023-11-15","FAC423","Northlake Health System","842 Greenway St","Minneapolis","MN","55417","USA","STOR3D","room temperature","2023-11-15T15:40:00","","10600","false","2023-11-15T18:08:00"
"ORD01059","2023-11-13T08:29:00","SUP792","BlueCrest Medical","PRD3107","Trastuzumab 150mg Vials","TRA231113B","2026-04-30","24","vials","pending","","","","","","","FAC437","St. Joseph Oncology Unit","1800 Cancer Way","San Jose","CA","95128","USA","","refrigerated","","","24","false","2023-11-13T08:32:00"
"ORD01060","2023-11-13T15:43:00","SUP835","Delta Healthcare","PRD3238","Palbociclib 125mg Capsules","PALB231113C","2025-12-04","600","capsules","shipped","SHIP3238K4","2023-11-14T10:10:00","UPS Health","UPS3238K","2023-11-17","","FAC450","Pacific Women's Oncology","2912 Harbor Rd","San Diego","CA","92101","USA","STOR4A","room temperature","","","600","false","2023-11-14T10:14:00"
"ORD01061","2023-11-14T11:10:00","SUP803","WellPath Distribution","PRD3173","Tetanus-Diphtheria Vaccine","TETDIP231114","2025-11-17","48","vials","delivered","SHIP3173L1","2023-11-15T09:30:00","DHL Medical","DHLX3173","2023-11-18","2023-11-18","FAC461","Greenfield Community Clinic","4567 Forest Ln","Greenfield","IN","46140","USA","COOL3C","refrigerated","2023-11-18T11:15:00","","48","false","2023-11-18T12:40:00"
"ORD01062","2023-11-15T09:11:00","SUP820","Polaris Rx Supply","PRD2035","Ibuprofen 400mg Tablets","IBUP202311C","2026-01-10","3000","tablets","delivered","SHIP2035A3","2023-11-16T12:00:00","FedEx Health","FDX2035C","2023-11-19","2023-11-19","FAC472","Western Family Practice","1221 Maple St","Boise","ID","83702","USA","STOR5C","room temperature","2023-11-19T15:30:00","","3300","false","2023-11-19T18:05:00"
"ORD01063","2023-11-16T08:44:00","SUP811","Axis Pharma","PRD3199","Epinephrine Auto-Injector 0.3mg","EPI231116D","2026-01-24","80","auto-injectors","shipped","SHIP3199M1","2023-11-17T10:20:00","Cardinal Courier","CRD3199M","2023-11-20","","FAC485","Riverside Pediatrics","89 Lakeshore Dr","Jacksonville","FL","32204","USA","STOR6D","room temperature","","","80","false","2023-11-17T11:58:00"
"ORD01064","2023-11-17T13:15:00","SUP835","Delta Healthcare","PRD3306","Cisplatin 1mg/ml Solution","CISPL231117","2025-12-29","36","vials","delivered","SHIP3306N1","2023-11-18T14:05:00","DHL Medical","DHLX3306","2023-11-21","2023-11-21","FAC491","St. Michael Cancer Center","200 Oncology Way","Denver","CO","80218","USA","HAZ2B","hazardous","2023-11-21T15:10:00","","0","true","2023-11-21T16:59:00"
"ORD01065","2023-11-18T11:37:00","SUP803","WellPath Distribution","PRD3228","Adalimumab 40mg/0.8mL Pen","ADA231118E","2025-11-25","36","pens","pending","","","","","","","FAC502","Midwest Arthritis Clinic","123 Park Place","Omaha","NE","68132","USA","","refrigerated","","","36","false","2023-11-18T11:39:00"
"ORD01066","2023-11-19T15:29:00","SUP820","Polaris Rx Supply","PRD2044","Simvastatin 20mg Tablets","SIMV231119B","2026-03-01","5000","tablets","shipped","SHIP2044F2","2023-11-20T11:40:00","FedEx Health","FDX2044G","2023-11-23","","FAC513","Cedarbrook Medical","2015 Spruce Rd","Columbus","OH","43215","USA","STOR7E","room temperature","","","5000","false","2023-11-20T12:05:00"
"ORD01067","2023-11-20T08:17:00","SUP785","Everest Pharma Inc.","PRD3299","Filgrastim 300mcg/ml Vials","FILG231120","2025-12-29","48","vials","delivered","SHIP3299V1","2023-11-21T09:50:00","DHL Medical","DHLX3299","2023-11-24","2023-11-24","FAC527","Highland Cancer Center","412 Grove St","Rochester","NY","14620","USA","COOL4D","refrigerated","2023-11-24T12:22:00","","48","false","2023-11-24T13:33:00"
"ORD01068","2023-11-21T12:13:00","SUP792","BlueCrest Medical","PRD3280","Albuterol Inhalation Solution 0.083%","ALBU231121","2026-01-22","200","boxes","cancelled","","","","","","","FAC532","Liberty Urgent Care","978 Liberty Blvd","Houston","TX","77002","USA","","","","","0","true","2023-11-21T12:14:00"
"ORD01069","2023-11-22T14:45:00","SUP835","Delta Healthcare","PRD3182","Oxycodone 5mg Tablets","OXYCO231122","2025-12-20","200","tablets","pending","","","","","","","FAC545","Harborview ER","1000 Waterfront Rd","Baltimore","MD","21202","USA","","controlled substance","","","200","false","2023-11-22T14:48:00"
"ORD01070","2023-11-23T13:21:00","SUP803","WellPath Distribution","PRD3091","Influenza Vaccine Quadrivalent","FLUVAC231123","2026-01-27","80","vials","shipped","SHIP3091A1","2023-11-24T15:10:00","UPS Health","UPS3091A","2023-11-27","","FAC557","Redwood Pediatrics","1322 Oakwood Dr","Sacramento","CA","95816","USA","COOL5E","refrigerated","","","80","false","2023-11-24T16:00:00"
"ORD01071","2023-11-24T09:21:00","SUP808","Sierra Biologics","PRD3321","Insulin Glargine 100U/mL","INSGL231124","2026-02-19","96","pens","delivered","SHIP3321P1","2023-11-25T11:00:00","Cardinal Courier","CRD3321P","2023-11-28","2023-11-28","FAC569","Southwest Endocrinology","201 Desert Rd","Phoenix","AZ","85016","USA","COOL6F","refrigerated","2023-11-28T14:10:00","","96","false","2023-11-28T15:25:00"
"ORD01072","2023-11-25T15:32:00","SUP785","Everest Pharma Inc.","PRD3091","Influenza Vaccine Quadrivalent","FLUVAC231125","2026-01-29","80","vials","pending","","","","","","","FAC574","Pinecrest Pediatrics","3100 Aspen Ave","Salt Lake City","UT","84105","USA","","refrigerated","","","80","false","2023-11-25T15:35:00"
"ORD01073","2023-11-26T13:14:00","SUP811","Axis Pharma","PRD3033","Metformin 500mg Tablets","METF231126","2025-12-07","6000","tablets","delivered","SHIP3033Q1","2023-11-27T10:00:00","FedEx Health","FDX3033Q","2023-11-30","2023-11-30","FAC581","Green Valley Clinic","141 Hillside Rd","Las Vegas","NV","89109","USA","STOR8G","room temperature","2023-11-30T14:22:00","","6520","false","2023-11-30T16:09:00"
"ORD01074","2023-11-27T14:18:00","SUP820","Polaris Rx Supply","PRD2035","Ibuprofen 400mg Tablets","IBUP202311D","2025-12-31","10000","tablets","shipped","SHIP2035A4","2023-11-28T13:30:00","FedEx Health","FDX2035D","2023-12-01","","FAC592","Sunrise Medical","2101 Citrus Way","Orlando","FL","32806","USA","STOR9H","room temperature","","","10000","false","2023-11-28T16:20:00"
"ORD01075","2023-11-28T10:09:00","SUP835","Delta Healthcare","PRD3361","Vancomycin 1g Vials","VANC231128","2026-01-15","24","vials","pending","","","","","","","FAC603","St. Luke's Hospital","500 North Ave","St. Paul","MN","55102","USA","","room temperature","","","24","false","2023-11-28T10:10:00"
"ORD01076","2023-11-29T12:44:00","SUP808","Sierra Biologics","PRD3467","Human Albumin 20% Solution","ALBU231129","2026-04-18","50","vials","delivered","SHIP3467R1","2023-11-30T13:00:00","Cardinal Courier","CRD3467R","2023-12-03","2023-12-03","FAC614","Heritage Medical Center","1600 Heritage Blvd","Lexington","KY","40504","USA","STOR10J","room temperature","2023-12-03T17:20:00","","50","false","2023-12-03T18:42:00"
"ORD01077","2023-11-30T14:12:00","SUP803","WellPath Distribution","PRD3428","Ceftriaxone 1g Injection","CEFTR231130","2026-01-31","24","vials","delivered","SHIP3428S1","2023-12-01T12:50:00","DHL Medical","DHLX3428","2023-12-04","2023-12-04","FAC625","St. Anne's Medical Center","2229 Elmwood Ave","Milwaukee","WI","53211","USA","STOR11K","room temperature","2023-12-04T15:30:00","","24","false","2023-12-04T16:19:00"
"ORD01078","2023-12-01T08:11:00","SUP820","Polaris Rx Supply","PRD2044","Simvastatin 20mg Tablets","SIMV231201C","2026-03-10","6000","tablets","delivered","SHIP2044F3","2023-12-02T10:25:00","FedEx Health","FDX2044H","2023-12-05","2023-12-05","FAC638","Northview Clinic","1702 Pinecrest Rd","San Antonio","TX","78205","USA","STOR12L","room temperature","2023-12-05T13:45:00","","6550","false","2023-12-05T16:31:00"
"ORD01079","2023-12-02T10:36:00","SUP792","BlueCrest Medical","PRD3525","Cytarabine 100mg/ml Vials","CYTAR231202","2026-04-11","36","vials","delivered","SHIP3525T1","2023-12-03T09:40:00","DHL Medical","DHLX3525","2023-12-06","2023-12-06","FAC649","Central Oncology Center","876 Med Center Dr","Memphis","TN","38104","USA","HAZ3C","hazardous","2023-12-06T13:10:00","","36","false","2023-12-06T14:19:00"
"ORD01080","2023-12-03T11:20:00","SUP803","WellPath Distribution","PRD3238","Palbociclib 125mg Capsules","PALB231203D","2026-02-08","500","capsules","shipped","SHIP3238K5","2023-12-04T14:40:00","UPS Health","UPS3238L","2023-12-07","","FAC652","Southpoint Oncology","3501 Ivy Ct","Raleigh","NC","27609","USA","STOR13M","room temperature","","","500","false","2023-12-04T15:20:00"
"ORD01081","2023-12-04T14:28:00","SUP785","Everest Pharma Inc.","PRD2035","Ibuprofen 400mg Tablets","IBUP202312A","2026-01-10","10000","tablets","delivered","SHIP2035A5","2023-12-05T15:00:00","FedEx Health","FDX2035E","2023-12-08","2023-12-08","FAC660","Horizon Care Hospital","2200 Sunbeam Ave","Los Angeles","CA","90025","USA","STOR14N","room temperature","2023-12-08T13:50:00","","10900","false","2023-12-08T15:18:00"
"ORD01082","2023-12-05T09:55:00","SUP811","Axis Pharma","PRD3033","Metformin 500mg Tablets","METF231205","2026-02-04","3000","tablets","pending","","","","","","","FAC673","Westhaven Medical","1900 Lincoln Rd","Miami","FL","33139","USA","","room temperature","","","3000","false","2023-12-05T09:59:00"
"ORD01083","2023-12-06T10:11:00","SUP820","Polaris Rx Supply","PRD2044","Simvastatin 20mg Tablets","SIMV231206D","2026-03-22","10000","tablets","delivered","SHIP2044F4","2023-12-07T12:00:00","FedEx Health","FDX2044I","2023-12-10","2023-12-10","FAC684","Northern Plains Health","123 Dakota Ave","Fargo","ND","58103","USA","STOR15P","room temperature","2023-12-10T15:20:00","","10850","false","2023-12-10T16:42:00"
"ORD01084","2023-12-07T14:02:00","SUP785","Everest Pharma Inc.","PRD2035","Ibuprofen 400mg Tablets","IBUP202312B","2026-02-11","5000","tablets","shipped","SHIP2035A6","2023-12-08T10:30:00","FedEx Health","FDX2035F","2023-12-11","","FAC695","Pinewood Medical","1234 Willow Lane","Little Rock","AR","72205","USA","STOR16Q","room temperature","","","5000","false","2023-12-08T12:01:00"
